Name,Technology,Location,Age,Owner,Capacity,Efficiency
CoalPSC Energy Producer B 49,CoalPSC,gbNode,49,Energy Producer B,351.399017364479,
CoalPSC Energy Producer C 50,CoalPSC,gbNode,50,Energy Producer C,623.801087245837,
Nuclear Energy Producer C 10,Nuclear,gbNode,10,Energy Producer C,88.8595304749436,
Nuclear Energy Producer D 11,Nuclear,gbNode,11,Energy Producer D,88.9341890067659,
Nuclear Energy Producer C 14,Nuclear,gbNode,14,Energy Producer C,50.2022041419148,
Nuclear Energy Producer D 15,Nuclear,gbNode,15,Energy Producer D,280.444471237724,
Nuclear Energy Producer A 16,Nuclear,gbNode,16,Energy Producer A,252.190270799886,
Nuclear Energy Producer B 17,Nuclear,gbNode,17,Energy Producer B,61.0419642107725,
Nuclear Energy Producer C 18,Nuclear,gbNode,18,Energy Producer C,110.688198765598,
Nuclear Energy Producer A 20,Nuclear,gbNode,20,Energy Producer A,195.820038881293,
Nuclear Energy Producer B 21,Nuclear,gbNode,21,Energy Producer B,114.449417899885,
Nuclear Energy Producer C 22,Nuclear,gbNode,22,Energy Producer C,227.839174488938,
Nuclear Energy Producer D 23,Nuclear,gbNode,23,Energy Producer D,234.992289499979,
Nuclear Energy Producer A 24,Nuclear,gbNode,24,Energy Producer A,164.244969518356,
Nuclear Energy Producer B 25,Nuclear,gbNode,25,Energy Producer B,734.432530785858,
Nuclear Energy Producer C 26,Nuclear,gbNode,26,Energy Producer C,653.058193768929,
Nuclear Energy Producer D 27,Nuclear,gbNode,27,Energy Producer D,805.399941416722,
Nuclear Energy Producer A 28,Nuclear,gbNode,28,Energy Producer A,1368.50533016949,
Nuclear Energy Producer B 29,Nuclear,gbNode,29,Energy Producer B,1018.00759303896,
Nuclear Energy Producer C 30,Nuclear,gbNode,30,Energy Producer C,695.838630422737,
Nuclear Energy Producer D 31,Nuclear,gbNode,31,Energy Producer D,511.783644454924,
Nuclear Energy Producer A 32,Nuclear,gbNode,32,Energy Producer A,1014.69407172955,
Nuclear Energy Producer B 33,Nuclear,gbNode,33,Energy Producer B,738.55944159751,
Nuclear Energy Producer C 34,Nuclear,gbNode,34,Energy Producer C,462.428443045641,
Nuclear Energy Producer D 35,Nuclear,gbNode,35,Energy Producer D,168.588339399081,
Nuclear Energy Producer A 36,Nuclear,gbNode,36,Energy Producer A,529.851093611292,
Nuclear Energy Producer B 37,Nuclear,gbNode,37,Energy Producer B,313.918857028437,
Nuclear Energy Producer C 38,Nuclear,gbNode,38,Energy Producer C,338.781161589521,
Nuclear Energy Producer D 39,Nuclear,gbNode,39,Energy Producer D,62.6464470021317,
Nuclear Energy Producer A 40,Nuclear,gbNode,40,Energy Producer A,69.7995620131723,
CCGT Energy Producer A 1,CCGT,gbNode,1,Energy Producer A,1158.33333333333,
CCGT Energy Producer B 2,CCGT,gbNode,2,Energy Producer B,1158.33333333333,
CCGT Energy Producer C 3,CCGT,gbNode,3,Energy Producer C,690.666666666667,
CCGT Energy Producer D 4,CCGT,gbNode,4,Energy Producer D,690.666666666667,
CCGT Energy Producer A 8,CCGT,gbNode,8,Energy Producer A,1399.2984927653,
CCGT Energy Producer B 9,CCGT,gbNode,9,Energy Producer B,2508.50990137139,
CCGT Energy Producer C 10,CCGT,gbNode,10,Energy Producer C,177.043010668025,
CCGT Energy Producer D 11,CCGT,gbNode,11,Energy Producer D,618.282561464939,
CCGT Energy Producer A 12,CCGT,gbNode,12,Energy Producer A,826.368945520661,
CCGT Energy Producer B 13,CCGT,gbNode,13,Energy Producer B,839.098395369936,
CCGT Energy Producer C 14,CCGT,gbNode,14,Energy Producer C,593.461208860862,
CCGT Energy Producer D 15,CCGT,gbNode,15,Energy Producer D,1223.75616756128,
CCGT Energy Producer A 16,CCGT,gbNode,16,Energy Producer A,1406.63599552326,
CCGT Energy Producer B 17,CCGT,gbNode,17,Energy Producer B,1419.36544537254,
CCGT Energy Producer C 18,CCGT,gbNode,18,Energy Producer C,669.598639928603,
CCGT Energy Producer D 19,CCGT,gbNode,19,Energy Producer D,694.937905613198,
CCGT Energy Producer A 20,CCGT,gbNode,20,Energy Producer A,928.224082533224,
CCGT Energy Producer B 21,CCGT,gbNode,21,Energy Producer B,606.967528330914,
CCGT Energy Producer C 22,CCGT,gbNode,22,Energy Producer C,279.409447825661,
CCGT Energy Producer D 23,CCGT,gbNode,23,Energy Producer D,229.12934581702,
CCGT Energy Producer A 24,CCGT,gbNode,24,Energy Producer A,229.262055407878,
CCGT Energy Producer B 25,CCGT,gbNode,25,Energy Producer B,210.483422860473,
CCGT Energy Producer C 26,CCGT,gbNode,26,Energy Producer C,109.783595728914,
CCGT Energy Producer D 27,CCGT,gbNode,27,Energy Producer D,311.56169025226,
CCGT Energy Producer A 28,CCGT,gbNode,28,Energy Producer A,160.455664456647,
CCGT Energy Producer B 29,CCGT,gbNode,29,Energy Producer B,677.327959111674,
CCGT Energy Producer C 30,CCGT,gbNode,30,Energy Producer C,280.445424280684,
CCGT Energy Producer D 31,CCGT,gbNode,31,Energy Producer D,457.030188581182,
CCGT Energy Producer A 32,CCGT,gbNode,32,Energy Producer A,318.540591556333,
CCGT Energy Producer B 33,CCGT,gbNode,33,Energy Producer B,444.692555157011,
CCGT Energy Producer C 34,CCGT,gbNode,34,Energy Producer C,457.428617941731,
CCGT Energy Producer D 35,CCGT,gbNode,35,Energy Producer D,407.14851593309,
CCGT Energy Producer A 36,CCGT,gbNode,36,Energy Producer A,785.365289001199,
CCGT Energy Producer B 37,CCGT,gbNode,37,Energy Producer B,936.736884272516,
CCGT Energy Producer C 38,CCGT,gbNode,38,Energy Producer C,1157.41985829267,
CCGT Energy Producer D 39,CCGT,gbNode,39,Energy Producer D,1352.90288915453,
CCGT Energy Producer A 40,CCGT,gbNode,40,Energy Producer A,1296.3277234844,
OCGT Energy Producer A 1,OCGT,gbNode,1,Energy Producer A,579.166666666667,
OCGT Energy Producer B 2,OCGT,gbNode,2,Energy Producer B,579.166666666667,
OCGT Energy Producer C 3,OCGT,gbNode,3,Energy Producer C,345.333333333333,
OCGT Energy Producer D 4,OCGT,gbNode,4,Energy Producer D,345.333333333333,
OCGT Energy Producer A 8,OCGT,gbNode,8,Energy Producer A,699.649246382648,
OCGT Energy Producer B 9,OCGT,gbNode,9,Energy Producer B,1254.2549506857,
OCGT Energy Producer C 10,OCGT,gbNode,10,Energy Producer C,88.5215053340127,
OCGT Energy Producer D 11,OCGT,gbNode,11,Energy Producer D,309.14128073247,
OCGT Energy Producer A 12,OCGT,gbNode,12,Energy Producer A,413.18447276033,
OCGT Energy Producer B 13,OCGT,gbNode,13,Energy Producer B,419.549197684968,
OCGT Energy Producer C 14,OCGT,gbNode,14,Energy Producer C,296.730604430431,
OCGT Energy Producer D 15,OCGT,gbNode,15,Energy Producer D,611.878083780639,
OCGT Energy Producer A 16,OCGT,gbNode,16,Energy Producer A,703.317997761632,
OCGT Energy Producer B 17,OCGT,gbNode,17,Energy Producer B,709.682722686269,
OCGT Energy Producer C 18,OCGT,gbNode,18,Energy Producer C,334.799319964301,
OCGT Energy Producer D 19,OCGT,gbNode,19,Energy Producer D,347.468952806599,
OCGT Energy Producer A 20,OCGT,gbNode,20,Energy Producer A,464.112041266612,
OCGT Energy Producer B 21,OCGT,gbNode,21,Energy Producer B,303.483764165457,
OCGT Energy Producer C 22,OCGT,gbNode,22,Energy Producer C,139.704723912831,
OCGT Energy Producer D 23,OCGT,gbNode,23,Energy Producer D,114.56467290851,
OCGT Energy Producer A 24,OCGT,gbNode,24,Energy Producer A,114.631027703939,
OCGT Energy Producer B 25,OCGT,gbNode,25,Energy Producer B,105.241711430237,
OCGT Energy Producer C 26,OCGT,gbNode,26,Energy Producer C,54.8917978644572,
OCGT Energy Producer D 27,OCGT,gbNode,27,Energy Producer D,155.78084512613,
OCGT Energy Producer A 28,OCGT,gbNode,28,Energy Producer A,80.2278322283234,
OCGT Energy Producer B 29,OCGT,gbNode,29,Energy Producer B,338.663979555837,
OCGT Energy Producer C 30,OCGT,gbNode,30,Energy Producer C,140.222712140342,
OCGT Energy Producer D 31,OCGT,gbNode,31,Energy Producer D,228.515094290591,
OCGT Energy Producer A 32,OCGT,gbNode,32,Energy Producer A,159.270295778167,
OCGT Energy Producer B 33,OCGT,gbNode,33,Energy Producer B,222.346277578505,
OCGT Energy Producer C 34,OCGT,gbNode,34,Energy Producer C,228.714308970866,
OCGT Energy Producer D 35,OCGT,gbNode,35,Energy Producer D,203.574257966545,
OCGT Energy Producer A 36,OCGT,gbNode,36,Energy Producer A,392.682644500599,
OCGT Energy Producer B 37,OCGT,gbNode,37,Energy Producer B,468.368442136258,
OCGT Energy Producer C 38,OCGT,gbNode,38,Energy Producer C,578.709929146333,
OCGT Energy Producer D 39,OCGT,gbNode,39,Energy Producer D,676.451444577263,
OCGT Energy Producer A 40,OCGT,gbNode,40,Energy Producer A,648.1638617422,
HydroPower Energy Producer A 30,HydroPower,gbNode,30,Energy Producer A,805.5,
HydroPower Energy Producer B 40,HydroPower,gbNode,40,Energy Producer B,805.5,
Biogas Renewable Target Investor GB 1,Biogas,gbNode,1,Renewable Target Investor GB,1340,
Biomass Renewable Target Investor GB 6,Biomass,gbNode,6,Renewable Target Investor GB,500.7,
Biomass Renewable Target Investor GB 0,Biomass,gbNode,0,Renewable Target Investor GB,89.3,
Biomass Renewable Target Investor GB -1,Biomass,gbNode,-1,Renewable Target Investor GB,140,
Biomass Renewable Target Investor GB -2,Biomass,gbNode,-2,Renewable Target Investor GB,150,
Biomass Renewable Target Investor GB -3,Biomass,gbNode,-3,Renewable Target Investor GB,440,
WindOffshore Renewable Target Investor GB 1,WindOffshore,gbNode,1,Renewable Target Investor GB,1390,
WindOffshore Renewable Target Investor GB 0,WindOffshore,gbNode,0,Renewable Target Investor GB,590,
WindOffshore Renewable Target Investor GB -1,WindOffshore,gbNode,-1,Renewable Target Investor GB,670,
WindOffshore Renewable Target Investor GB -2,WindOffshore,gbNode,-2,Renewable Target Investor GB,820,
Wind Renewable Target Investor GB 6,Wind,gbNode,6,Renewable Target Investor GB,1351.2,
Wind Renewable Target Investor GB 3,Wind,gbNode,3,Renewable Target Investor GB,1344.5,
Wind Renewable Target Investor GB 1,Wind,gbNode,1,Renewable Target Investor GB,1344.5,
Wind Renewable Target Investor GB 0,Wind,gbNode,0,Renewable Target Investor GB,1230,
Wind Renewable Target Investor GB -1,Wind,gbNode,-1,Renewable Target Investor GB,700,
